time,tem,humi,pm25
2023-01-02 20:30:00,17.19,64.67,29.46
2023-01-02 20:45:00,17.10,65.48,17.76
2023-01-02 21:00:00,16.97,65.36,26.64
2023-01-02 21:15:00,16.80,66.62,20.58
2023-01-02 21:30:00,16.79,66.95,28.26
2023-01-02 21:45:01,16.51,69.03,25.44
2023-01-02 22:00:00,16.31,70.34,24.58
2023-01-02 22:15:01,16.25,70.85,26.42
2023-01-02 22:30:00,16.29,71.48,26.57
2023-01-02 22:45:01,16.19,71.11,30.46
2023-01-02 23:00:00,16.06,72.08,27.93
2023-01-02 23:15:01,16.08,72.72,34.03
2023-01-02 23:30:00,15.83,74.11,28.04
2023-01-02 23:45:01,15.75,74.42,28.55
2023-01-03 00:00:00,15.76,74.45,28.13
2023-01-03 00:15:00,15.64,74.94,32.92
2023-01-03 00:30:00,15.66,74.38,29.99
2023-01-03 00:45:00,15.59,75.80,35.54
2023-01-03 01:00:00,15.58,75.56,24.31
2023-01-03 01:15:00,15.61,75.49,32.95
2023-01-03 01:30:00,15.52,76.03,28.84
2023-01-03 01:45:00,15.52,75.95,28.02
2023-01-03 02:00:00,15.49,75.66,29.42
2023-01-03 02:15:00,15.53,75.65,26.73
2023-01-03 02:30:00,15.48,75.51,25.80
2023-01-03 02:45:00,15.39,75.95,27.22
2023-01-03 03:00:00,15.34,76.33,27.11
2023-01-03 03:15:00,15.32,75.93,23.62
2023-01-03 03:30:00,15.32,76.06,31.68
2023-01-03 03:45:00,15.28,76.20,25.62
2023-01-03 04:00:00,15.33,75.51,35.61
2023-01-03 04:15:01,15.97,74.48,3.16
2023-01-03 04:15:02,16.01,74.65,6.06
2023-01-03 06:30:01,15.24,78.72,38.74
2023-01-03 06:45:00,15.32,77.82,37.01
2023-01-03 07:00:01,15.49,76.43,41.14
2023-01-03 07:15:00,15.71,75.19,31.55
2023-01-03 07:30:00,15.95,73.97,14.56
2023-01-03 07:45:00,16.27,72.59,15.04
2023-01-03 08:00:00,16.46,71.63,29.68
2023-01-03 08:15:00,16.60,70.08,32.37
2023-01-03 08:30:00,16.79,68.57,25.04
2023-01-03 08:45:00,16.83,67.80,23.87
2023-01-03 09:00:00,16.87,66.04,14.69
2023-01-03 09:15:00,17.17,66.04,20.05
2023-01-03 09:30:00,17.27,65.14,18.68
2023-01-03 09:45:00,17.10,64.57,20.62
2023-01-03 10:00:00,17.02,64.13,22.71
2023-01-03 10:15:00,17.24,63.83,22.73
2023-01-03 10:30:00,17.69,63.28,25.84
2023-01-03 10:45:00,17.22,62.68,20.07
2023-01-03 11:00:00,17.49,64.90,25.46
2023-01-03 11:15:00,18.32,62.83,27.82
2023-01-03 11:30:00,18.15,60.37,33.35
2023-01-03 11:45:00,18.18,60.35,18.55
2023-01-03 12:00:00,17.96,60.75,21.54
2023-01-03 12:15:01,18.21,61.38,14.19
2023-01-03 12:30:00,18.30,60.47,21.80
2023-01-03 12:45:01,18.58,59.72,24.51
2023-01-03 13:00:00,18.74,58.20,16.18
2023-01-03 13:15:01,18.58,58.38,18.34
2023-01-03 13:30:00,18.55,58.66,28.62
2023-01-03 13:45:01,18.56,58.05,25.71
2023-01-03 14:00:00,19.18,57.04,25.09
2023-01-03 14:15:01,19.23,54.93,21.22
2023-01-03 14:30:00,19.05,54.53,22.27
2023-01-03 14:45:00,19.02,54.46,24.51
2023-01-03 15:00:00,18.51,56.11,31.35
2023-01-03 15:15:00,18.48,57.92,29.70
2023-01-03 15:30:00,18.18,58.46,24.67
2023-01-03 15:45:00,17.84,59.62,29.88
2023-01-03 16:00:00,17.65,61.37,29.35
2023-01-03 16:15:00,17.16,63.05,30.59
2023-01-03 16:30:00,17.11,65.81,32.90
2023-01-03 16:45:00,17.14,66.24,30.24
2023-01-03 17:00:00,17.03,67.68,40.29
2023-01-03 17:15:00,16.87,67.94,30.66
2023-01-03 17:30:00,16.56,68.64,42.36
2023-01-03 17:45:00,16.53,69.95,40.12
2023-01-03 18:00:00,16.41,71.54,39.61
2023-01-03 18:15:00,16.63,71.03,28.35
2023-01-03 18:30:00,16.91,69.71,34.23
2023-01-03 18:45:00,16.92,69.22,32.12
2023-01-03 19:00:00,16.96,69.71,33.10
2023-01-03 19:15:00,16.89,69.80,32.70
2023-01-03 19:30:00,16.86,70.08,31.95
2023-01-03 19:45:00,16.87,70.41,32.32
2023-01-03 20:00:00,16.80,70.63,37.27
2023-01-03 20:15:00,16.82,70.60,35.68
2023-01-03 20:30:01,16.76,70.80,35.99
2023-01-03 20:45:00,16.77,71.36,34.83
2023-01-03 21:00:01,16.72,71.50,30.53
2023-01-03 21:15:00,16.61,72.11,34.66
2023-01-03 21:30:01,16.57,72.71,35.72
2023-01-03 21:45:00,16.29,74.90,40.98
2023-01-03 22:00:00,16.77,71.84,31.72
2023-01-03 22:15:00,16.74,72.24,28.99
2023-01-03 22:30:00,16.68,72.46,30.99
2023-01-03 22:45:00,16.67,72.32,35.08
2023-01-03 23:00:00,16.61,72.07,24.84
2023-01-03 23:15:00,16.55,71.97,33.88
2023-01-03 23:30:00,16.49,71.86,36.19
2023-01-03 23:45:00,16.36,72.29,37.61
2023-01-04 00:00:00,16.41,72.29,31.90
2023-01-04 00:15:00,16.27,73.75,34.43
2023-01-04 00:30:00,16.35,73.40,30.81
2023-01-04 00:45:00,16.23,73.43,32.55
2023-01-04 01:00:00,16.21,73.09,33.26
2023-01-04 01:15:00,16.17,72.95,36.68
2023-01-04 01:30:00,16.12,73.03,35.14
2023-01-04 01:45:00,15.99,73.89,30.64
2023-01-04 02:00:00,15.95,74.08,32.70
2023-01-04 02:15:00,15.79,73.78,33.66
2023-01-04 02:30:00,15.55,73.97,27.84
2023-01-04 02:45:01,15.59,74.48,37.12
2023-01-04 03:00:00,15.73,74.68,34.74
2023-01-04 03:15:01,15.77,74.91,34.88
2023-01-04 03:30:00,15.86,74.83,29.93
2023-01-04 03:45:01,15.86,74.84,43.65
2023-01-04 04:00:00,15.87,74.98,34.19
2023-01-04 04:15:01,15.77,74.99,35.74
2023-01-04 04:30:00,15.47,75.00,38.50
2023-01-04 04:45:01,15.21,74.78,32.48
2023-01-04 05:00:00,15.04,74.44,34.92
2023-01-04 05:15:00,14.79,74.43,39.10
2023-01-04 05:30:00,14.65,74.84,36.23
2023-01-04 05:45:00,14.69,74.90,33.86
2023-01-04 06:00:00,14.70,74.80,37.45
2023-01-04 06:15:00,14.70,74.74,42.27
2023-01-04 06:30:00,14.72,74.87,36.12
2023-01-04 06:45:00,14.87,75.05,36.56
2023-01-04 07:00:00,15.00,75.49,35.52
2023-01-04 07:15:00,15.32,75.73,36.43
2023-01-04 07:30:00,15.76,75.73,35.39
2023-01-04 07:45:00,16.30,74.34,33.59
2023-01-04 08:00:00,16.70,74.16,36.10
2023-01-04 08:15:00,17.07,72.42,33.48
2023-01-04 08:30:00,17.85,70.00,34.14
2023-01-04 08:45:00,18.78,61.96,28.75
2023-01-04 09:00:00,19.51,60.97,36.36
2023-01-04 09:15:00,20.05,56.94,27.66
2023-01-04 09:30:00,20.27,55.15,25.31
2023-01-04 09:45:00,20.69,54.37,24.42
2023-01-04 10:00:00,20.65,52.58,20.65
2023-01-04 10:15:00,21.53,51.83,22.76
2023-01-04 10:30:00,21.68,50.66,28.59
2023-01-04 10:45:00,21.10,50.11,23.20
2023-01-04 11:00:01,20.31,52.63,20.58
2023-01-04 11:15:00,20.11,52.07,21.34
2023-01-04 11:30:01,19.68,53.70,20.60
2023-01-04 11:45:00,20.11,53.39,27.24
2023-01-04 12:00:01,20.33,52.96,32.19
2023-01-04 12:15:00,20.20,53.34,26.20
2023-01-04 12:30:01,20.46,53.40,26.95
2023-01-04 12:45:00,20.50,52.79,17.03
2023-01-04 13:00:01,20.37,53.74,20.89
2023-01-04 13:15:00,20.05,54.28,23.07
2023-01-04 13:30:01,20.14,55.47,25.80
2023-01-04 13:45:00,19.88,56.36,30.28
2023-01-04 14:00:00,19.69,56.72,31.79
2023-01-04 14:15:00,19.39,58.11,32.19
2023-01-04 14:30:00,19.16,59.32,49.86
2023-01-04 14:45:00,19.10,59.90,68.64
2023-01-04 15:00:00,18.88,60.83,37.16
2023-01-04 15:15:00,18.64,61.03,36.36
2023-01-04 15:30:00,18.34,61.71,42.58
2023-01-04 15:45:00,18.14,61.81,36.99
2023-01-04 16:00:00,18.30,61.63,38.50
2023-01-04 16:15:00,18.04,61.82,35.94
2023-01-04 16:30:00,18.14,62.25,33.75
2023-01-04 16:45:00,18.19,62.04,42.63
2023-01-04 17:00:00,17.94,63.06,33.08
2023-01-04 17:15:00,17.94,63.32,36.61
2023-01-04 17:30:00,17.91,64.28,41.27
2023-01-04 17:45:00,17.61,65.69,41.20
2023-01-04 18:00:00,17.76,65.52,38.70
2023-01-04 18:15:01,17.93,65.46,44.33
2023-01-04 18:30:00,17.87,66.60,44.82
2023-01-04 18:45:01,17.86,66.62,41.54
2023-01-04 19:00:00,17.80,67.31,36.48
2023-01-04 19:15:01,17.78,67.93,44.60
2023-01-04 19:30:00,17.66,68.93,47.11
2023-01-04 19:45:01,17.65,69.34,43.51
2023-01-04 20:00:00,17.59,69.85,42.23
2023-01-04 20:15:01,17.57,70.18,48.97
2023-01-04 20:30:00,17.55,70.45,54.26
2023-01-04 20:45:00,17.49,70.75,56.81
2023-01-04 21:00:00,17.37,71.59,43.62
2023-01-04 21:15:00,17.33,71.63,49.97
2023-01-04 21:30:00,17.24,72.40,46.91
2023-01-04 21:45:00,17.18,72.98,49.00
2023-01-04 22:00:00,17.13,72.97,51.44
2023-01-04 22:15:00,17.12,72.84,51.84
2023-01-04 22:30:00,17.06,73.25,56.28
2023-01-04 22:45:00,16.92,74.19,55.10
2023-01-04 23:00:00,16.87,74.55,53.24
2023-01-04 23:15:00,16.97,73.85,55.97
2023-01-04 23:30:00,16.94,73.66,47.69
2023-01-04 23:45:00,17.00,73.92,49.66
2023-01-05 00:00:00,16.73,74.93,60.61
2023-01-05 00:15:00,16.65,75.72,56.12
2023-01-05 00:30:00,16.60,75.94,54.48
2023-01-05 00:45:00,16.68,75.15,51.70
2023-01-05 01:00:00,16.65,74.42,53.79
2023-01-05 01:15:00,16.78,73.99,49.71
2023-01-05 01:30:00,16.85,73.13,39.32
2023-01-05 01:45:00,16.85,73.87,49.91
2023-01-05 02:00:00,16.88,73.59,52.68
2023-01-05 02:15:00,16.90,73.89,46.11
2023-01-05 02:30:01,16.86,74.37,51.35
2023-01-05 02:45:00,16.88,74.59,42.91
2023-01-05 03:00:01,16.85,74.85,47.86
2023-01-05 03:15:00,16.82,74.51,50.79
2023-01-05 03:30:01,16.68,75.82,57.10
2023-01-05 03:45:00,16.67,75.20,44.89
2023-01-05 04:00:01,16.69,74.52,44.76
2023-01-05 04:15:00,16.66,75.01,55.30
2023-01-05 04:30:01,16.46,76.46,51.24
2023-01-05 04:45:00,16.40,76.65,57.12
2023-01-05 05:00:00,16.58,76.19,55.35
2023-01-05 05:15:00,16.49,76.66,60.90
2023-01-05 05:30:00,16.62,75.99,49.86
2023-01-05 05:45:00,16.40,77.11,53.61
2023-01-05 06:00:00,16.67,75.95,48.73
2023-01-05 06:15:00,16.68,76.25,46.47
2023-01-05 06:30:00,16.67,76.05,56.54
2023-01-05 06:45:00,16.62,76.79,58.01
2023-01-05 07:00:00,16.95,75.29,50.26
2023-01-05 07:15:00,17.06,74.79,53.13
2023-01-05 07:30:00,17.22,74.63,60.23
2023-01-05 07:45:00,17.38,73.86,45.73
2023-01-05 08:00:00,17.53,73.64,68.64
2023-01-05 08:15:00,17.72,73.11,47.86
2023-01-05 08:30:00,17.90,72.49,53.90
2023-01-05 08:45:00,18.14,71.45,42.20
2023-01-05 09:00:00,18.26,70.92,35.92
2023-01-05 09:15:00,18.49,68.01,30.68
2023-01-05 09:30:00,18.76,69.43,38.76
2023-01-05 09:45:00,19.02,69.44,40.67
2023-01-05 10:00:00,19.11,67.95,46.38
2023-01-05 10:15:01,19.10,67.59,39.69
2023-01-05 10:30:00,19.39,67.52,45.89
2023-01-05 10:45:01,19.43,66.46,38.72
2023-01-05 11:00:00,19.35,67.03,37.41
2023-01-05 11:15:00,21.16,61.45,4.25
2023-01-05 11:45:00,19.83,65.37,38.81
2023-01-05 12:00:00,19.61,66.62,39.07
2023-01-05 12:15:00,19.56,66.64,38.58
2023-01-05 12:30:00,19.66,65.97,38.05
2023-01-05 12:45:01,19.54,66.57,34.23
2023-01-05 13:00:00,19.76,66.16,45.47
2023-01-05 13:15:01,19.76,65.51,35.10
2023-01-05 13:30:00,19.86,64.65,35.85
2023-01-05 13:45:01,19.91,65.18,39.52
2023-01-05 14:00:00,20.00,64.79,34.79
2023-01-05 14:15:01,20.06,64.14,36.48
2023-01-05 14:30:00,19.96,63.77,40.69
2023-01-05 14:45:01,19.95,64.29,46.04
2023-01-05 15:00:00,19.89,65.29,39.18
2023-01-05 15:15:00,19.56,67.37,43.71
2023-01-05 15:30:00,19.42,68.26,37.50
2023-01-05 15:45:00,19.39,68.76,34.30
2023-01-05 16:00:00,19.28,69.84,39.58
2023-01-05 16:15:00,19.05,70.92,47.51
2023-01-05 16:30:00,18.81,71.44,50.40
2023-01-05 16:45:00,18.91,70.36,48.00
2023-01-05 17:00:00,18.92,71.32,45.13
2023-01-05 17:15:00,18.91,70.28,39.65
2023-01-05 17:30:00,18.74,71.28,55.23
2023-01-05 17:45:00,18.71,71.81,52.37
2023-01-05 18:00:00,18.73,72.02,46.98
2023-01-05 18:15:00,18.64,72.39,49.68
2023-01-05 18:30:00,18.57,72.85,48.37
2023-01-05 18:45:00,18.53,72.99,48.26
2023-01-05 19:00:00,18.41,73.74,53.90
2023-01-05 19:15:00,18.46,73.61,46.73
2023-01-05 19:30:00,18.43,73.27,53.53
2023-01-05 19:45:00,18.39,73.56,52.75
2023-01-05 20:00:00,18.34,73.58,55.97
2023-01-05 20:15:00,18.32,73.95,51.88
2023-01-05 20:30:00,18.31,74.07,50.88
2023-01-05 20:45:00,18.27,74.12,56.54
2023-01-05 21:00:01,18.19,74.02,45.80
2023-01-05 21:15:00,18.12,74.07,53.86
2023-01-05 21:30:01,18.07,74.56,52.33
2023-01-05 21:45:00,18.07,74.52,47.35
2023-01-05 22:00:01,18.02,74.96,54.28
2023-01-05 22:15:01,18.16,74.73,54.35
2023-01-05 22:30:00,17.86,76.68,59.45
2023-01-05 22:45:01,17.91,76.70,51.35
2023-01-05 23:00:00,17.97,76.08,55.39
2023-01-05 23:15:01,17.96,76.05,59.56
2023-01-05 23:30:00,17.89,76.49,57.10
2023-01-05 23:45:01,17.88,76.24,55.19
2023-01-06 00:00:00,17.85,76.37,52.17
2023-01-06 00:15:00,17.91,76.64,57.65
2023-01-06 00:30:00,17.82,76.88,63.03
2023-01-06 00:45:00,17.76,77.01,56.74
2023-01-06 01:00:00,17.75,77.00,54.12
2023-01-06 01:15:00,17.73,76.96,57.74
2023-01-06 01:30:00,17.75,76.80,61.96
2023-01-06 01:45:00,17.74,76.72,60.50
2023-01-06 02:00:00,17.66,77.16,66.78
2023-01-06 02:15:00,17.42,78.44,59.85
2023-01-06 02:30:00,17.39,78.65,65.87
2023-01-06 02:45:00,17.26,79.68,64.43
2023-01-06 03:00:00,17.28,79.25,69.09
2023-01-06 03:15:00,17.24,79.16,65.96
2023-01-06 03:30:00,17.29,78.72,63.23
2023-01-06 03:45:00,17.35,76.85,54.30
2023-01-06 04:00:00,17.51,76.94,62.01
2023-01-06 04:15:00,17.34,77.72,53.84
2023-01-06 04:30:00,17.35,76.71,53.21
2023-01-06 04:45:00,17.23,76.52,50.08
2023-01-06 05:00:00,17.16,75.28,48.29
2023-01-06 05:15:00,17.17,75.33,46.40
2023-01-06 05:30:00,17.16,78.73,63.18
2023-01-06 05:45:00,16.94,80.39,63.60
2023-01-06 06:00:01,16.98,80.17,70.40
2023-01-06 06:15:00,17.16,78.66,63.85
2023-01-06 06:30:01,17.33,77.66,60.36
2023-01-06 06:45:00,17.36,76.26,55.99
2023-01-06 07:00:01,17.54,75.45,57.06
2023-01-06 07:15:00,17.68,75.56,68.11
2023-01-06 07:30:01,17.71,76.13,68.62
2023-01-06 07:45:00,17.80,75.93,68.22
2023-01-06 08:00:01,17.89,75.94,75.61
2023-01-06 08:15:00,18.11,75.92,72.08
2023-01-06 08:30:00,18.36,75.15,65.22
2023-01-06 08:45:00,18.56,74.03,61.27
2023-01-06 09:00:00,18.94,72.35,52.99
2023-01-06 09:15:00,19.02,71.17,48.64
2023-01-06 09:30:00,19.24,68.86,42.18
2023-01-06 09:45:00,19.58,68.73,41.71
2023-01-06 10:00:00,19.86,67.71,40.96
2023-01-06 10:15:00,19.97,65.30,39.72
2023-01-06 10:30:00,19.96,61.89,33.26
2023-01-06 10:45:00,19.88,59.93,30.88
2023-01-06 11:00:00,19.90,58.90,27.60
2023-01-06 11:15:00,20.34,57.83,34.17
2023-01-06 11:30:00,20.56,55.44,32.30
2023-01-06 11:45:00,20.71,53.86,31.66
2023-01-06 12:00:01,22.07,49.74,25.75
2023-01-06 12:15:00,22.45,50.00,18.36
2023-01-06 12:30:01,22.49,46.95,26.13
2023-01-06 12:45:00,22.53,47.89,37.08
2023-01-06 13:00:01,23.00,48.25,31.26
2023-01-06 13:15:00,23.10,43.58,25.33
2023-01-06 13:30:01,22.63,43.78,25.22
2023-01-06 13:45:00,22.76,45.92,23.69
2023-01-06 14:00:01,23.02,44.16,23.84
2023-01-06 14:15:00,22.76,44.38,18.98
2023-01-06 14:30:01,23.01,43.73,31.95
2023-01-06 14:45:00,22.39,46.13,51.55
2023-01-06 15:00:00,22.56,44.52,24.95
2023-01-06 15:15:00,22.37,44.63,29.50
2023-01-06 15:30:00,21.92,46.73,25.53
2023-01-06 15:45:00,21.95,48.37,25.91
2023-01-06 16:00:00,21.69,49.65,24.75
2023-01-06 16:15:00,21.35,50.78,28.64
2023-01-06 16:30:00,20.96,52.91,24.67
2023-01-06 16:45:00,20.70,54.14,23.84
2023-01-06 17:00:00,20.63,53.04,36.56
2023-01-06 17:15:00,20.53,52.84,33.52
2023-01-06 17:30:00,20.29,53.85,27.35
2023-01-06 17:45:00,19.89,52.62,29.86
2023-01-06 18:00:00,19.68,51.66,23.62
2023-01-06 18:15:00,19.61,51.06,29.50
2023-01-06 18:30:00,19.24,49.39,18.45
2023-01-06 18:45:00,18.87,48.67,18.09
2023-01-06 19:00:00,18.82,47.78,17.87
2023-01-06 19:15:00,18.75,47.80,21.87
2023-01-06 19:30:00,18.51,47.60,19.60
2023-01-06 19:45:00,18.33,47.42,23.11
2023-01-06 20:00:00,18.49,45.59,21.45
2023-01-06 20:15:00,18.50,45.14,17.92
2023-01-06 20:30:00,18.44,43.95,16.45
2023-01-06 20:45:00,18.22,43.83,22.20
2023-01-06 21:00:00,18.31,45.66,18.78
2023-01-06 21:15:01,18.00,47.81,18.09
2023-01-06 21:30:00,17.52,45.54,28.26
2023-01-06 21:45:01,17.61,45.09,17.16
2023-01-06 22:00:00,17.48,45.92,23.84
2023-01-06 22:15:01,17.30,48.25,24.75
2023-01-06 22:30:00,17.45,49.40,18.01
2023-01-06 22:45:00,16.99,50.16,13.72
2023-01-06 23:00:00,16.54,52.47,17.49
2023-01-06 23:15:00,16.22,54.33,23.64
2023-01-06 23:30:00,15.97,55.18,27.68
2023-01-06 23:45:00,15.68,56.03,24.18
2023-01-07 00:00:00,15.47,56.70,16.83
2023-01-07 00:15:00,15.20,58.15,23.18
2023-01-07 00:30:00,15.10,58.85,23.89
2023-01-07 00:45:00,14.93,59.49,22.96
2023-01-07 01:00:00,14.77,60.01,24.80
2023-01-07 01:15:00,14.61,60.69,26.04
2023-01-07 01:30:01,14.47,61.57,26.44
2023-01-07 01:45:00,14.37,61.18,22.62
2023-01-07 02:00:01,14.27,62.07,28.44
2023-01-07 02:15:00,14.12,61.93,23.00
2023-01-07 02:30:01,14.06,62.39,25.24
2023-01-07 02:45:00,14.11,62.32,23.38
2023-01-07 03:00:01,13.90,61.85,29.28
2023-01-07 03:15:00,13.84,63.03,30.06
2023-01-07 03:30:01,13.71,64.41,25.06
2023-01-07 03:45:00,13.96,64.30,19.80
2023-01-07 04:00:00,14.16,64.52,27.24
2023-01-07 04:15:00,14.39,63.98,24.80
2023-01-07 04:30:00,14.41,64.35,25.35
2023-01-07 04:45:00,14.53,63.96,28.37
2023-01-07 05:00:00,14.41,63.51,26.89
2023-01-07 05:15:00,14.49,63.96,24.53
2023-01-07 05:30:00,14.48,64.09,24.40
2023-01-07 05:45:00,14.39,63.95,43.31
2023-01-07 06:00:00,14.42,64.14,29.68
2023-01-07 06:15:00,14.42,64.67,25.69
2023-01-07 06:30:00,14.82,64.94,24.18
2023-01-07 06:45:00,15.30,59.89,25.53
2023-01-07 07:00:00,15.83,59.70,19.91
2023-01-07 07:15:00,16.22,60.08,30.99
2023-01-07 07:30:00,16.74,59.61,16.14
2023-01-07 07:45:00,16.99,57.91,30.26
2023-01-07 08:00:00,17.85,54.61,31.64
2023-01-07 08:15:00,18.51,48.26,14.21
2023-01-07 08:30:00,18.97,48.01,21.89
2023-01-07 08:45:00,19.18,46.47,25.73
2023-01-07 09:00:00,19.08,47.16,19.40
2023-01-07 09:15:00,19.16,46.80,20.43
2023-01-07 09:30:00,19.44,47.14,20.71
2023-01-07 09:45:01,19.13,47.01,21.02
2023-01-07 10:00:00,19.56,46.23,21.65
2023-01-07 10:15:01,19.53,46.48,21.85
2023-01-07 10:30:00,19.46,45.64,17.81
2023-01-07 10:45:01,19.62,44.12,17.54
2023-01-07 11:00:00,19.89,44.94,23.20
2023-01-07 11:15:01,20.09,42.71,25.04
2023-01-07 11:30:00,20.28,39.96,28.39
2023-01-07 11:45:00,20.36,39.97,12.60
2023-01-07 12:00:01,20.49,37.34,12.39
2023-01-07 12:15:00,21.32,36.89,22.57
2023-01-07 12:30:00,22.09,35.38,21.38
2023-01-07 12:45:00,22.22,33.69,19.20
2023-01-07 13:00:00,21.79,33.56,18.49
2023-01-07 13:15:00,21.50,32.32,20.54
2023-01-07 13:30:00,21.81,33.72,19.16
2023-01-07 13:45:00,22.44,33.28,18.07
2023-01-07 14:00:00,21.57,31.91,19.51
2023-01-07 14:15:00,21.43,32.76,18.07
2023-01-07 14:30:00,21.89,32.82,14.78
2023-01-07 14:45:00,21.09,33.32,25.80
2023-01-07 15:00:00,20.86,33.28,14.19
2023-01-07 15:15:00,21.23,33.93,19.83
2023-01-07 15:30:00,21.28,35.74,22.69
2023-01-07 15:45:00,20.81,35.04,13.22
2023-01-07 16:00:00,20.34,37.06,17.01
2023-01-07 16:15:00,20.15,37.50,11.93
2023-01-07 16:30:00,20.17,38.09,17.03
2023-01-07 16:45:00,19.96,39.98,28.99
2023-01-07 17:00:00,19.38,39.82,17.54
2023-01-07 17:15:00,18.97,42.00,15.83
2023-01-07 17:30:00,18.83,42.51,21.67
2023-01-07 17:45:01,18.65,43.52,16.65
2023-01-07 18:00:00,18.92,48.10,23.80
2023-01-07 18:15:00,18.68,48.82,18.27
2023-01-07 18:30:00,18.42,52.46,32.41
2023-01-07 18:45:00,18.18,53.43,30.99
2023-01-07 19:00:00,17.98,54.38,27.04
2023-01-07 19:15:01,17.77,55.29,24.29
2023-01-07 19:30:00,17.47,56.45,23.42
2023-01-07 19:45:01,17.26,57.24,27.88
2023-01-07 20:00:00,17.15,57.05,24.60
2023-01-07 20:15:01,17.00,58.53,22.67
2023-01-07 20:30:00,16.98,58.86,23.98
2023-01-07 20:45:00,16.81,60.68,23.73
2023-01-07 21:00:01,16.79,60.88,26.73
2023-01-07 21:15:00,16.47,61.15,31.10
2023-01-07 21:30:01,16.20,61.40,26.06
2023-01-07 21:45:00,15.89,62.04,27.31
2023-01-07 22:00:01,15.78,62.47,25.38
2023-01-07 22:15:00,15.57,63.10,28.59
2023-01-07 22:30:01,15.39,63.48,21.54
2023-01-07 22:45:00,15.30,64.17,28.31
2023-01-07 23:00:01,15.22,64.95,23.44
2023-01-07 23:15:00,15.41,64.61,25.60
2023-01-07 23:30:00,15.53,65.20,29.19
2023-01-07 23:45:00,15.58,65.12,24.29
2023-01-08 00:00:00,15.64,65.55,29.42
2023-01-08 00:15:00,15.64,65.99,30.37
2023-01-08 00:30:00,15.73,65.61,33.21
2023-01-08 00:45:00,15.82,65.20,30.66
2023-01-08 01:00:00,15.70,65.74,28.64
2023-01-08 01:15:00,15.82,64.92,23.11
2023-01-08 01:30:00,15.88,63.62,29.26
2023-01-08 01:45:00,15.72,64.31,32.41
2023-01-08 02:00:00,15.74,64.51,24.95
2023-01-08 02:15:00,15.75,64.60,28.28
2023-01-08 02:30:00,15.75,65.77,22.58
2023-01-08 02:45:00,15.79,65.59,22.38
2023-01-08 03:00:00,15.82,65.40,25.49
2023-01-08 03:15:00,15.58,66.53,23.46
2023-01-08 03:30:00,15.46,67.34,27.24
2023-01-08 03:45:00,15.54,67.49,21.20
2023-01-08 04:00:00,15.61,67.40,25.02
2023-01-08 04:15:00,15.60,68.40,21.93
2023-01-08 04:30:00,15.42,68.89,29.59
2023-01-08 04:45:00,15.39,69.60,25.29
2023-01-08 05:00:00,15.23,69.99,32.10
2023-01-08 05:15:01,15.19,69.71,30.15
2023-01-08 05:30:00,15.18,69.48,31.28
2023-01-08 05:45:01,15.14,69.89,26.42
2023-01-08 06:00:00,15.16,69.96,32.04
2023-01-08 06:15:01,15.05,70.89,26.29
2023-01-08 06:30:00,15.26,70.15,40.52
2023-01-08 06:45:01,15.66,69.20,33.46
2023-01-08 07:00:00,15.95,68.55,31.39
2023-01-08 07:15:00,16.45,66.97,31.50
2023-01-08 07:30:00,16.79,66.67,27.71
2023-01-08 07:45:00,16.99,66.28,29.31
2023-01-08 08:00:00,17.23,65.88,29.22
2023-01-08 08:15:00,17.64,64.54,28.71
2023-01-08 08:30:00,17.70,63.66,25.35
2023-01-08 08:45:00,18.05,62.76,26.80
2023-01-08 09:00:00,18.80,60.94,29.75
2023-01-08 09:15:00,19.11,58.94,49.97
2023-01-08 09:30:00,19.27,58.31,30.66
2023-01-08 09:45:00,19.52,53.01,29.35
2023-01-08 10:00:01,20.19,50.29,23.18
2023-01-08 10:15:00,20.50,49.27,27.40
2023-01-08 10:30:01,20.40,46.79,21.82
2023-01-08 10:45:00,20.77,45.15,24.51
2023-01-08 11:00:01,20.90,45.93,26.17
2023-01-08 11:15:00,21.10,45.29,27.66
2023-01-08 11:30:01,21.28,44.25,26.80
2023-01-08 11:45:00,21.62,44.60,21.56
2023-01-08 12:00:00,21.48,43.82,24.24
2023-01-08 12:15:00,21.48,44.08,26.51
2023-01-08 12:30:00,21.81,41.45,26.13
2023-01-08 12:45:00,22.08,42.59,27.84
2023-01-08 13:00:00,22.32,41.76,25.35
2023-01-08 13:15:00,22.83,42.24,28.59
2023-01-08 13:30:00,21.82,42.87,26.20
2023-01-08 13:45:00,22.05,42.50,25.73
2023-01-08 14:00:00,21.80,42.08,24.98
2023-01-08 14:15:00,21.61,42.70,33.83
2023-01-08 14:30:00,21.79,43.47,23.60
2023-01-08 14:45:00,21.80,43.05,24.71
2023-01-08 15:00:00,22.15,44.20,31.13
2023-01-08 15:15:00,21.99,44.97,34.77
2023-01-08 15:30:00,21.46,46.11,34.17
2023-01-08 15:45:00,21.56,46.27,30.06
2023-01-08 16:00:00,21.46,47.04,29.95
2023-01-08 16:15:00,21.16,47.23,28.57
2023-01-08 16:30:00,21.11,48.36,29.86
2023-01-08 16:45:00,20.86,47.40,28.20
2023-01-08 17:00:00,20.43,47.87,24.64
2023-01-08 17:15:00,20.37,48.35,28.46
2023-01-08 17:30:00,20.16,49.34,29.26
2023-01-08 17:45:00,20.09,50.03,30.97
2023-01-08 18:00:00,20.00,50.87,30.59
